Title,(1980s),(1990s),(2000s),(2010s),(2020s),Pop,Rock,Counrty,Folk,Dance,Grunge,Love,Metal,Classic,Funk,Electric,Acoustic,Indie,Jazz,SoundTrack,Rap
The Numbers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Forget You,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
True Love,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Kaleidoscope,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Born to Die,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Float On,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sad but True,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gravity,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Every Other Freckle,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Starving,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I Hate U, I Love U (feat. Olivia O'Brien)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
While My Guitar Gently Weeps,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Light,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Everybody Hurts,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockstar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Solo Dance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Street Spirit (Fade Out),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Porcelain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doin' It Right (feat. Panda Bear),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mother,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issues,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shallow,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mountains,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Punk,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Glory Box,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mirrors,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slow Dancing in a Burning Room,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Good for You,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sail,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Immortal,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How You Remind Me,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast Car,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Free Fallin',0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Party Monster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hide Away,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reckoner,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hey Joe,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Monster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Till I Collapse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Windowpane,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bloom - Bonus Track,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Light It Up (feat. Nyla & Fuse ODG) [Remix],0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Imagine,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Star,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Paws,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Man in the Box,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Won't Give Up,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
La femme d'argent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Simple Man,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny B. Goode,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Pie,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L.A. Woman,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Sweet Lord,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Famous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Night We Met,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Reptilia,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sweater Weather,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Locked Out of Heaven,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complicated,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Between the Bars,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Warning Sign,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Real Slim Shady,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Final Countdown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool for the Summer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All I Need,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Love,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Supernova,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hands to Myself,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Horse With No Name,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blue in Green,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yellow Ledbetter,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hooked on a Feeling,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Someone New,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ocean,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Bet You Look Good on the Dancefloor,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
We Found Love (feat. Calvin Harris),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cry Me a River,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pull Me Under,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"So Long, Lonesome",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Light It Up (feat. Nyla & Fuse ODG) - Remix,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What Lovers Do (feat. SZA),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wild Things,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down With the Sickness,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Just,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(I Can't Get No) Satisfaction,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apologize,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wait,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Keep Talking,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ex's & Oh's,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lose Yourself - Soundtrack Version,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wherever I Go,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazing day,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shimmer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call Me Maybe,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Walking on a Dream,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Pushing Me Away,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cochise,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock You Like a Hurricane,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In The Night,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Team,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Thriller,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Still Haven't Found What I'm Looking For,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk on the Wild Side,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take Me Somewhere Nice,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Get Lucky (Radio Edit) [feat. Pharrell Williams],0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
How to Disappear Completely,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spies,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ink,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Army of One,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Back to Black,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
White Winter Hymnal,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Green Eyes,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Thousand Years,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D'yer Mak'er,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay With Me - Live From Spotify Berlin,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fade Into You,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Am I Wrong,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alone in Kyoto,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Only Thing,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Where Are Ü Now (with Justin Bieber),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Controlla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Better Together,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Power,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Re: Stacks,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
For Whom the Bell Tolls,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Levels,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
T.N.T.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scars To Your Beautiful,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Gotta Feeling,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
I Wanna Be Yours,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
With You,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Society,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Waiting for the End,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Boxer,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Astronomy Domine,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ain't Nobody (Loves Me Better),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Kill Em With Kindness,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All We Know,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCR,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Idioteque,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Come Away with Me,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starálfur,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fake Love,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Should I Stay or Should I Go - Remastered,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rape Me,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dreams,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Stay,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Communication Breakdown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easier to Run,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
One Last Breath,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Sound of Silence,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Striped Sky,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anything You Synthesize - Ambient,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Not Afraid,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hells Bells,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
King,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sing for the Moment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Unforgiven II,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nangs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nude,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Halo,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Know Why,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mr. Blue Sky,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side To Side,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mellotron Scratch,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Memory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Please Don't Go,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiK ToK,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jigsaw Falling Into Place,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Something About Us,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Something Good,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
In Da Club,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tiny Dancer,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Person, Same Old Mistakes",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watching The Storm,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flume,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Yesterday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Hero,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paradise Circus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Don't Want to Miss a Thing,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
All About That Bass,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot to Thrill,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCATION,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Masollan,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lights,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Lucky,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Subterranean Homesick Alien,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Banana Pancakes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Goodbye Blue Sky,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time of Our Lives,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambre,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Cold Water,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branch,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Bloom,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sing,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svefn-g-englar,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard Sun,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Careless Whisper,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Electric Love,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Light Of The Seven,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Funeral,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Make You Feel My Love,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Give It Away,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stay Alive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fight Song,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nothing Arrived - Live from Spotify London,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Colour Spectrum,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisztomania,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lucy in the Sky with Diamonds,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wherever I May Roam,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Born to Run,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Wing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All The Pretty Girls,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Don't Stop Me Now,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Air Tonight,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cause I'm A Man,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mask Off,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Human,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aerials,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
One for the Road,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
We Are the Champions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dust in the Wind,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Really Like You,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn the Page,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cemeteries of London,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Train,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Need My Girl,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
You Can't Always Get What You Want,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XO TOUR Llif3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Feels,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starboy (feat. Daft Punk),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Whiskey in the Jar,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pinball Wizard,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All Is Violent, All Is Bright",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Me Like You Do,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stay (with Alessia Cara),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Marvin Gaye (feat. Meghan Trainor),0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bless Those Tired Eyes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Snap Out of It,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Don't You Worry Child (Radio Edit) [feat. John Martin],0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The National Anthem,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Linger,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Jones,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Divide,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hey Now,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scared To Be Lonely,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
When You Were Young,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pyramid Song,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Heroes""",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Session,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Over the Hills and Far Away,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smother,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cherry Wine - Live,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Call On Me - Ryan Riback Remix,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Around the World,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love The Way You Lie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vicarious,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hey Brother,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockingbird,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Rush of Blood to the Head,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hallowed Be Thy Name,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Big Jet Plane,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
My Generation,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurts Like Heaven,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand By Me,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
They Move on Tracks of Never-Ending Light,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
